empEID,empID,snapDate,firstName,lastName,mgrEID,mgrID,costCenter,costCenterName,divisionName
FZC271,334191,9/13/2016,NULL,NULL,WXZ873,224897,21232,"Repo (Plano)","Auto Finance"
OGL157,518187,9/13/2016,NULL,NULL,ETM660,348602,21241,"Manual Collections Tulsa 1","Auto Finance"
KUJ236,110209,9/13/2016,NULL,NULL,CWM874,348433,39058,"Team 36 Plano","Financial Services Rollup"
FHJ300,487293,9/13/2016,NULL,NULL,MBH865,258985,21245,"Customer Care (Tulsa)","Auto Finance"
LMA057,387494,9/13/2016,NULL,NULL,EWL870,238001,21262,"Manual Collections Tulsa 3","Auto Finance"
JAE170,485267,9/13/2016,NULL,NULL,NAC662,361285,21242,"Repo (Tulsa)","Auto Finance"
PJE256,524032,9/13/2016,NULL,NULL,WJK831,221427,21201,"Customer Care (Plano)","Auto Finance"
PJE256,524032,9/13/2016,NULL,NULL,WJK831,221427,21201,"Customer Care (Plano)","Auto Finance"
VZP496,389447,9/13/2016,NULL,NULL,IQQ271,214339,21260,"LS QA And Support","Auto Finance"
FLE797,502367,9/13/2016,NULL,NULL,NGF746,221371,21270,"COAF Records Management","Auto Finance"
TTL769,438174,9/13/2016,NULL,NULL,JQP660,216282,21218,"Credit Bureau Solutions","Auto Finance"
WZB069,418797,9/13/2016,NULL,NULL,OEM204,239723,21262,"Manual Collections Tulsa 3","Auto Finance"
MAV227,550049,9/13/2016,NULL,NULL,HVK461,235986,21403,"Titles & Total Loss","Auto Finance"
HXO383,403969,9/13/2016,NULL,NULL,JJS067,236261,21543,"DataLabs India","Financial Services Rollup"
HXO383,403969,9/13/2016,NULL,NULL,JJS067,169688,21543,"DataLabs India","Financial Services Rollup"
XWZ949,335573,9/13/2016,NULL,NULL,EWL870,238001,21241,"Manual Collections Tulsa 1","Auto Finance"
ZYS185,549366,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
KHL454,402318,9/13/2016,NULL,NULL,DOS699,184706,21403,"Titles & Total Loss","Auto Finance"
GIM464,506255,9/13/2016,NULL,NULL,CDQ267,365242,21205,"Vehicle Remarketing (Plano)","Auto Finance"
MPJ197,519166,9/13/2016,NULL,NULL,WJK831,221427,21201,"Customer Care (Plano)","Auto Finance"
MPJ197,519166,9/13/2016,NULL,NULL,WJK831,221427,21201,"Customer Care (Plano)","Auto Finance"
FPH397,434269,9/13/2016,NULL,NULL,IQQ271,272880,21260,"LS QA And Support","Auto Finance"
SWO736,359410,9/13/2016,NULL,NULL,ZNX359,259471,21235,"Recovery Skip (Plano)","Auto Finance"
BZU306,467264,9/13/2016,NULL,NULL,QIE229,309871,21262,"Manual Collections Tulsa 3","Auto Finance"
ELL925,489534,9/13/2016,NULL,NULL,OEM204,239723,21262,"Manual Collections Tulsa 3","Auto Finance"
GUO168,504651,9/13/2016,NULL,NULL,MUR046,316141,21408,"RBC - Chicago","Auto Finance"
GVV786,356098,9/13/2016,NULL,NULL,JJS067,169688,21543,"DataLabs India","Financial Services Rollup"
AIA172,341452,9/13/2016,NULL,NULL,ZCK559,263950,21125,"Dealer Specialty Funding","Auto Finance"
EOZ245,505528,9/13/2016,NULL,NULL,WXZ873,224897,21232,"Repo (Plano)","Auto Finance"
JPN397,448433,9/13/2016,NULL,NULL,CWM874,348433,39053,"Team 31 Plano","Financial Services Rollup"
VZF693,383946,9/13/2016,NULL,NULL,MBH865,247606,21245,"Customer Care (Tulsa)","Auto Finance"
SKG418,191047,9/13/2016,NULL,NULL,EWL870,239342,21208,"LS Management","Auto Finance"
SKG418,191047,9/13/2016,NULL,NULL,EWL870,238001,21208,"LS Management","Auto Finance"
MRX922,549552,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
RNY594,543862,9/13/2016,NULL,NULL,JLD299,363720,21262,"Manual Collections Tulsa 3","Auto Finance"
UMP295,543561,9/13/2016,NULL,NULL,VMY282,198292,17836,"Customer Service HL","Home Loans"
FUD730,544855,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
FUD730,544855,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
VYE510,474408,9/13/2016,NULL,NULL,JQP660,299039,21218,"Credit Bureau Solutions","Auto Finance"
CRI030,515718,9/13/2016,NULL,NULL,ZHB101,370874,21156,"Refi Funding","Auto Finance"
MAV227,550049,9/13/2016,NULL,NULL,HVK461,235986,21403,"Titles & Total Loss","Auto Finance"
UEM687,310370,9/13/2016,NULL,NULL,WXZ873,224897,21232,"Repo (Plano)","Auto Finance"
VZF693,383946,9/13/2016,NULL,NULL,MBH865,258985,21245,"Customer Care (Tulsa)","Auto Finance"
ODK693,205550,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
XQZ579,530603,9/13/2016,NULL,NULL,EVH866,266736,21102,"Dealer Funding","Auto Finance"
UXY082,496831,9/13/2016,NULL,NULL,UWD246,166130,17812,"HL Tech Svg & Default","Financial Services IT"
QKV070,348484,9/13/2016,NULL,NULL,DOS699,184706,21403,"Titles & Total Loss","Auto Finance"
YER173,447514,9/13/2016,NULL,NULL,NAC662,349208,21242,"Repo (Tulsa)","Auto Finance"
TWL115,506845,9/13/2016,NULL,NULL,WJK831,321540,21201,"Customer Care (Plano)","Auto Finance"
AML525,281017,9/13/2016,NULL,NULL,IQQ271,272880,21260,"LS QA And Support","Auto Finance"
RKS104,534827,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
RKS104,534827,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
DLX950,416323,9/13/2016,NULL,NULL,OEM204,185498,21262,"Manual Collections Tulsa 3","Auto Finance"
GEP331,526601,9/13/2016,NULL,NULL,RVJ915,257370,17836,"Customer Service HL","Home Loans"
GEO402,498712,9/13/2016,NULL,NULL,JJS067,230212,21543,"DataLabs India","Financial Services Rollup"
ZSL072,362848,9/13/2016,NULL,NULL,WXZ873,224897,21232,"Repo (Plano)","Auto Finance"
RCM049,448196,9/13/2016,NULL,NULL,MBH865,258985,21245,"Customer Care (Tulsa)","Auto Finance"
ARB385,538041,9/13/2016,NULL,NULL,LWK888,331494,21232,"Repo (Plano)","Auto Finance"
JOZ484,226473,9/13/2016,NULL,NULL,EWL870,185514,21261,"Manual Collections Tulsa 2","Auto Finance"
JOZ484,226473,9/13/2016,NULL,NULL,EWL870,239342,21261,"Manual Collections Tulsa 2","Auto Finance"
CYZ517,496181,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
BXE439,544329,9/13/2016,NULL,NULL,HEU428,342219,28721,"HL Bankruptcy","Home Loans"
OVT695,549161,9/13/2016,NULL,NULL,UWD246,166130,17812,"HL Tech Svg & Default","Financial Services IT"
FQJ847,458657,9/13/2016,NULL,NULL,DOS699,184706,21403,"Titles & Total Loss","Auto Finance"
DAM568,496280,9/13/2016,NULL,NULL,WJK831,321540,21201,"Customer Care (Plano)","Auto Finance"
KVD525,407529,9/13/2016,NULL,NULL,VMY282,198292,17836,"Customer Service HL","Home Loans"
ICN481,170513,9/13/2016,NULL,NULL,XXV407,258260,21125,"Dealer Specialty Funding","Auto Finance"
DHM721,548623,9/13/2016,NULL,NULL,JOZ484,226473,21241,"Manual Collections Tulsa 1","Auto Finance"
DHM721,548623,9/13/2016,NULL,NULL,JOZ484,226473,21241,"Manual Collections Tulsa 1","Auto Finance"
PJK434,331337,9/13/2016,NULL,NULL,VZE191,159113,21260,"LS QA And Support","Auto Finance"
DXC137,450977,9/13/2016,NULL,NULL,JQP660,299039,21218,"Credit Bureau Solutions","Auto Finance"
BFY262,532296,9/13/2016,NULL,NULL,RVJ915,257370,17835,"Escrow Insurance & Tax","Home Loans"
BFY262,532296,9/13/2016,NULL,NULL,RVJ915,257370,17835,"Escrow Insurance & Tax","Home Loans"
AAF142,513897,9/13/2016,NULL,NULL,MUR046,316141,21408,"RBC - Chicago","Auto Finance"
GEO402,498712,9/13/2016,NULL,NULL,JJS067,236261,21543,"DataLabs India","Financial Services Rollup"
AIA172,341452,9/13/2016,NULL,NULL,ZCK559,263950,21125,"Dealer Specialty Funding","Auto Finance"
FZC271,334191,9/13/2016,NULL,NULL,WXZ873,327889,21232,"Repo (Plano)","Auto Finance"
CCH063,542925,9/13/2016,NULL,NULL,VRC729,259006,21270,"COAF Records Management","Auto Finance"
GPH583,430653,9/13/2016,NULL,NULL,LWK888,190581,21232,"Repo (Plano)","Auto Finance"
FPR341,546452,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
OXG618,514725,9/13/2016,NULL,NULL,JLD299,254240,21262,"Manual Collections Tulsa 3","Auto Finance"
WIW094,514595,9/13/2016,NULL,NULL,WJK831,321540,21201,"Customer Care (Plano)","Auto Finance"
MHA161,465304,9/13/2016,NULL,NULL,QIE229,309871,21262,"Manual Collections Tulsa 3","Auto Finance"
DFF267,502401,9/13/2016,NULL,NULL,VZE191,159113,21260,"LS QA And Support","Auto Finance"
HNN986,520853,9/13/2016,NULL,NULL,OEM204,239723,21262,"Manual Collections Tulsa 3","Auto Finance"
HXO383,403969,9/13/2016,NULL,NULL,JJS067,236261,21543,"DataLabs India","Financial Services Rollup"
HXO383,403969,9/13/2016,NULL,NULL,JJS067,230212,21543,"DataLabs India","Financial Services Rollup"
UUO703,400942,9/13/2016,NULL,NULL,LWK888,190581,21135,"Dealer Risk Management","Auto Finance"
LBL797,532750,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
IUI646,544328,9/13/2016,NULL,NULL,HEU428,342219,28721,"HL Bankruptcy","Home Loans"
RNQ136,540656,9/13/2016,NULL,NULL,JLD299,254240,21262,"Manual Collections Tulsa 3","Auto Finance"
VHI317,518799,9/13/2016,NULL,NULL,VMY282,244484,17836,"Customer Service HL","Home Loans"
BAC452,465730,9/13/2016,NULL,NULL,OEM204,185498,21262,"Manual Collections Tulsa 3","Auto Finance"
JOU273,548992,9/13/2016,NULL,NULL,OAD620,218705,21201,"Customer Care (Plano)","Auto Finance"
SJK949,388160,9/13/2016,NULL,NULL,HVK461,218827,21403,"Titles & Total Loss","Auto Finance"
GUO168,504651,9/13/2016,NULL,NULL,MUR046,316141,21408,"RBC - Chicago","Auto Finance"
KBE406,492548,9/13/2016,NULL,NULL,JJS067,230212,21026,"COAF Vast","Financial Services Rollup"
ZDY793,154423,9/13/2016,NULL,NULL,ZCK559,191697,21125,"Dealer Specialty Funding","Auto Finance"
ZDY793,154423,9/13/2016,NULL,NULL,ZCK559,191697,21125,"Dealer Specialty Funding","Auto Finance"
GPH583,430653,9/13/2016,NULL,NULL,LWK888,331494,21232,"Repo (Plano)","Auto Finance"
RQJ786,516897,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
ANY207,500816,9/13/2016,NULL,NULL,EVH866,193641,21102,"Dealer Funding","Auto Finance"
ANY207,500816,9/13/2016,NULL,NULL,EVH866,193641,21102,"Dealer Funding","Auto Finance"
OTW905,520465,9/13/2016,NULL,NULL,JLD299,363720,21262,"Manual Collections Tulsa 3","Auto Finance"
UNK441,550597,9/13/2016,NULL,NULL,UWD246,166130,17812,"HL Tech Svg & Default","Financial Services IT"
ITC352,512161,9/13/2016,NULL,NULL,WJK831,321540,21201,"Customer Care (Plano)","Auto Finance"
IJO788,518934,9/13/2016,NULL,NULL,VMY282,198292,28500,"CAT and Correspondence","Home Loans"
IJO788,518934,9/13/2016,NULL,NULL,VMY282,198292,28500,"CAT and Correspondence","Home Loans"
LVV148,452172,9/13/2016,NULL,NULL,QIE229,309871,21262,"Manual Collections Tulsa 3","Auto Finance"
AKN606,546649,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
NWF251,525495,9/13/2016,NULL,NULL,BXQ929,280564,21232,"Repo (Plano)","Auto Finance"
DXC137,450977,9/13/2016,NULL,NULL,JQP660,216282,21218,"Credit Bureau Solutions","Auto Finance"
DXC137,450977,9/13/2016,NULL,NULL,JQP660,216282,21218,"Credit Bureau Solutions","Auto Finance"
VJN532,260612,9/13/2016,NULL,NULL,RVJ915,376735,17836,"Customer Service HL","Home Loans"
KIT794,550125,9/13/2016,NULL,NULL,HVK461,235986,21201,"Customer Care (Plano)","Auto Finance"
GVV786,356098,9/13/2016,NULL,NULL,JJS067,230212,21543,"DataLabs India","Financial Services Rollup"
XQY010,499767,9/13/2016,NULL,NULL,ZCK559,191697,21125,"Dealer Specialty Funding","Auto Finance"
UUO703,400942,9/13/2016,NULL,NULL,LWK888,331494,21135,"Dealer Risk Management","Auto Finance"
YLT411,418778,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
XQZ579,530603,9/13/2016,NULL,NULL,EVH866,193641,21102,"Dealer Funding","Auto Finance"
XQZ579,530603,9/13/2016,NULL,NULL,EVH866,193641,21102,"Dealer Funding","Auto Finance"
INX265,417866,9/13/2016,NULL,NULL,JLD299,363720,21262,"Manual Collections Tulsa 3","Auto Finance"
TFT291,484984,9/13/2016,NULL,NULL,DOS699,251906,21403,"Titles & Total Loss","Auto Finance"
CQQ038,506464,9/13/2016,NULL,NULL,WJK831,321540,21403,"Titles & Total Loss","Auto Finance"
KNO531,177182,9/13/2016,NULL,NULL,TLO349,363849,28732,"HE Closing","Home Loans"
ARP863,547056,9/13/2016,NULL,NULL,JOZ484,323486,21242,"Repo (Tulsa)","Auto Finance"
DXC137,450977,9/13/2016,NULL,NULL,JQP660,299039,21218,"Credit Bureau Solutions","Auto Finance"
VJN532,260612,9/13/2016,NULL,NULL,RVJ915,257370,17836,"Customer Service HL","Home Loans"
VJN532,260612,9/13/2016,NULL,NULL,RVJ915,257370,17836,"Customer Service HL","Home Loans"
BWO699,496325,9/13/2016,NULL,NULL,LWK888,331494,21232,"Repo (Plano)","Auto Finance"
KMH913,549561,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
KHL454,402318,9/13/2016,NULL,NULL,DOS699,251906,21403,"Titles & Total Loss","Auto Finance"
SDQ439,545611,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
CRN799,362654,9/13/2016,NULL,NULL,JQP660,216282,21218,"Credit Bureau Solutions","Auto Finance"
CRN799,362654,9/13/2016,NULL,NULL,JQP660,216282,21218,"Credit Bureau Solutions","Auto Finance"
BFY262,532296,9/13/2016,NULL,NULL,RVJ915,376735,17835,"Escrow Insurance & Tax","Home Loans"
TOU728,523601,9/13/2016,NULL,NULL,HVK461,235986,21403,"Titles & Total Loss","Auto Finance"
GYL803,439950,9/13/2016,NULL,NULL,ZCK559,191697,21125,"Dealer Specialty Funding","Auto Finance"
BFP476,170716,9/13/2016,NULL,NULL,EJX926,223385,17805,UW,"Home Loans"
ARB385,538041,9/13/2016,NULL,NULL,LWK888,190581,21232,"Repo (Plano)","Auto Finance"
VIO510,348496,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
ANY207,500816,9/13/2016,NULL,NULL,EVH866,266736,21102,"Dealer Funding","Auto Finance"
ZTA745,534747,9/13/2016,NULL,NULL,UWD246,166130,17812,"HL Tech Svg & Default","Financial Services IT"
WIW094,514595,9/13/2016,NULL,NULL,WJK831,221427,21201,"Customer Care (Plano)","Auto Finance"
BRO970,479834,9/13/2016,NULL,NULL,VMY282,198292,17836,"Customer Service HL","Home Loans"
IJF861,542295,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
IGG943,440817,9/13/2016,NULL,NULL,JQP660,216282,21218,"Credit Bureau Solutions","Auto Finance"
BFY262,532296,9/13/2016,NULL,NULL,RVJ915,376735,17835,"Escrow Insurance & Tax","Home Loans"
WJV423,484755,9/13/2016,NULL,NULL,MUR046,316141,21408,"RBC - Chicago","Auto Finance"
KBE406,492548,9/13/2016,NULL,NULL,JJS067,236261,21026,"COAF Vast","Financial Services Rollup"
YNL811,375516,9/13/2016,NULL,NULL,ZCK559,263950,21125,"Dealer Specialty Funding","Auto Finance"
GQC061,339039,9/13/2016,NULL,NULL,LWK888,331494,21232,"Repo (Plano)","Auto Finance"
GVN983,546648,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
UMM249,248741,9/13/2016,NULL,NULL,EVH866,193641,21102,"Dealer Funding","Auto Finance"
UMM249,248741,9/13/2016,NULL,NULL,EVH866,193641,21102,"Dealer Funding","Auto Finance"
XSW338,476336,9/13/2016,NULL,NULL,JLD299,254240,21262,"Manual Collections Tulsa 3","Auto Finance"
ITC352,512161,9/13/2016,NULL,NULL,WJK831,221427,21201,"Customer Care (Plano)","Auto Finance"
VHI317,518799,9/13/2016,NULL,NULL,VMY282,198292,17836,"Customer Service HL","Home Loans"
VHI317,518799,9/13/2016,NULL,NULL,VMY282,198292,17836,"Customer Service HL","Home Loans"
URE542,520518,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
PJK434,331337,9/13/2016,NULL,NULL,VZE191,181638,21260,"LS QA And Support","Auto Finance"
VJN532,260612,9/13/2016,NULL,NULL,RVJ915,376735,17836,"Customer Service HL","Home Loans"
BKY877,539155,9/13/2016,NULL,NULL,HVK461,235986,21403,"Titles & Total Loss","Auto Finance"
KBE406,492548,9/13/2016,NULL,NULL,JJS067,236261,21026,"COAF Vast","Financial Services Rollup"
KBE406,492548,9/13/2016,NULL,NULL,JJS067,230212,21026,"COAF Vast","Financial Services Rollup"
ZBQ857,525085,9/13/2016,NULL,NULL,LWK888,190581,21232,"Repo (Plano)","Auto Finance"
NKF800,544136,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
ANY207,500816,9/13/2016,NULL,NULL,EVH866,266736,21102,"Dealer Funding","Auto Finance"
KNO397,543864,9/13/2016,NULL,NULL,JLD299,363720,21262,"Manual Collections Tulsa 3","Auto Finance"
LQS107,493062,9/13/2016,NULL,NULL,XXV407,258260,21125,"Dealer Specialty Funding","Auto Finance"
JEO089,546416,9/13/2016,NULL,NULL,JOZ484,323486,21241,"Manual Collections Tulsa 1","Auto Finance"
DFF267,502401,9/13/2016,NULL,NULL,VZE191,181638,21260,"LS QA And Support","Auto Finance"
JIN447,467474,9/13/2016,NULL,NULL,JQP660,299039,21218,"Credit Bureau Solutions","Auto Finance"
VXT681,544853,9/13/2016,NULL,NULL,RVJ915,257370,17836,"Customer Service HL","Home Loans"
ZOS648,391187,9/13/2016,NULL,NULL,HVK461,235986,21403,"Titles & Total Loss","Auto Finance"
BDJ546,547180,9/13/2016,NULL,NULL,UEG209,311363,21242,"Repo (Tulsa)","Auto Finance"
XQZ579,530603,9/13/2016,NULL,NULL,EVH866,266736,21102,"Dealer Funding","Auto Finance"
ATE376,532528,9/13/2016,NULL,NULL,JLD299,254240,21262,"Manual Collections Tulsa 3","Auto Finance"
LMU678,550056,9/13/2016,NULL,NULL,UWD246,166130,17812,"HL Tech Svg & Default","Financial Services IT"
FQJ847,458657,9/13/2016,NULL,NULL,DOS699,251906,21403,"Titles & Total Loss","Auto Finance"
BQE060,540669,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
VXT681,544853,9/13/2016,NULL,NULL,RVJ915,376735,17836,"Customer Service HL","Home Loans"
BKY877,539155,9/13/2016,NULL,NULL,HVK461,235986,21403,"Titles & Total Loss","Auto Finance"
VVR546,541115,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
BXE439,544329,9/13/2016,NULL,NULL,HEU428,358326,28721,"HL Bankruptcy","Home Loans"
CSE223,540374,9/13/2016,NULL,NULL,JLD299,254240,21262,"Manual Collections Tulsa 3","Auto Finance"
UOL423,339709,9/13/2016,NULL,NULL,DOS699,184706,21403,"Titles & Total Loss","Auto Finance"
QWP726,538407,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
CNE520,475507,9/13/2016,NULL,NULL,VZE191,159113,21260,"LS QA And Support","Auto Finance"
VGQ174,512522,9/13/2016,NULL,NULL,OEM204,185498,21262,"Manual Collections Tulsa 3","Auto Finance"
GEO402,498712,9/13/2016,NULL,NULL,JJS067,236261,21543,"DataLabs India","Financial Services Rollup"
GEO402,498712,9/13/2016,NULL,NULL,JJS067,230212,21543,"DataLabs India","Financial Services Rollup"
PTG751,490706,9/13/2016,NULL,NULL,LWK888,331494,21232,"Repo (Plano)","Auto Finance"
WWF362,549563,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
DUQ188,529962,9/13/2016,NULL,NULL,EVH866,193641,21102,"Dealer Funding","Auto Finance"
DUQ188,529962,9/13/2016,NULL,NULL,EVH866,193641,21102,"Dealer Funding","Auto Finance"
QPN777,545602,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
VXT681,544853,9/13/2016,NULL,NULL,RVJ915,376735,17836,"Customer Service HL","Home Loans"
ZCW312,544747,9/13/2016,NULL,NULL,JJS067,236261,21543,"DataLabs India","Financial Services Rollup"
ZBQ857,525085,9/13/2016,NULL,NULL,LWK888,331494,21232,"Repo (Plano)","Auto Finance"
LJR686,549640,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
HPF842,544290,9/13/2016,NULL,NULL,HEU428,342219,28721,"HL Bankruptcy","Home Loans"
UEF052,547886,9/13/2016,NULL,NULL,JOZ484,226473,21241,"Manual Collections Tulsa 1","Auto Finance"
AGU557,475864,9/13/2016,NULL,NULL,VZE191,181638,21260,"LS QA And Support","Auto Finance"
JIN447,467474,9/13/2016,NULL,NULL,JQP660,216282,21218,"Credit Bureau Solutions","Auto Finance"
JIN447,467474,9/13/2016,NULL,NULL,JQP660,216282,21218,"Credit Bureau Solutions","Auto Finance"
MQI463,417529,9/13/2016,NULL,NULL,OEM204,185498,21262,"Manual Collections Tulsa 3","Auto Finance"
ZEN182,377246,9/13/2016,NULL,NULL,OAD620,218705,21153,"Refi Call Center","Auto Finance"
BWO699,496325,9/13/2016,NULL,NULL,LWK888,190581,21232,"Repo (Plano)","Auto Finance"
COR478,529149,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
PJE256,524032,9/13/2016,NULL,NULL,WJK831,321540,21201,"Customer Care (Plano)","Auto Finance"
UGA775,548111,9/13/2016,NULL,NULL,VMY282,244484,17836,"Customer Service HL","Home Loans"
JIN447,467474,9/13/2016,NULL,NULL,JQP660,299039,21218,"Credit Bureau Solutions","Auto Finance"
BAC452,465730,9/13/2016,NULL,NULL,OEM204,239723,21262,"Manual Collections Tulsa 3","Auto Finance"
PKO881,543884,9/13/2016,NULL,NULL,RVJ915,376735,17836,"Customer Service HL","Home Loans"
GQC061,339039,9/13/2016,NULL,NULL,LWK888,190581,21232,"Repo (Plano)","Auto Finance"
HHP391,499353,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
DUQ188,529962,9/13/2016,NULL,NULL,EVH866,266736,21102,"Dealer Funding","Auto Finance"
KUW641,537139,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
PKO881,543884,9/13/2016,NULL,NULL,RVJ915,376735,17836,"Customer Service HL","Home Loans"
KMA979,540657,9/13/2016,NULL,NULL,JLD299,363720,21262,"Manual Collections Tulsa 3","Auto Finance"
QXV182,522397,9/13/2016,NULL,NULL,UWD246,166130,17812,"HL Tech Svg & Default","Financial Services IT"
RMC275,515813,9/13/2016,NULL,NULL,VMY282,244484,17836,"Customer Service HL","Home Loans"
AZZ323,546695,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
XAT262,223998,9/13/2016,NULL,NULL,WXZ873,327889,21232,"Repo (Plano)","Auto Finance"
QII289,549593,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
INI249,515743,9/13/2016,NULL,NULL,UWD246,166130,17812,"HL Tech Svg & Default","Financial Services IT"
SNC084,179800,9/13/2016,NULL,NULL,WJK831,221427,21402,"Account Maintenance (Plano)","Auto Finance"
BXS630,547866,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
ZSL072,362848,9/13/2016,NULL,NULL,WXZ873,327889,21232,"Repo (Plano)","Auto Finance"
AHS568,543386,9/13/2016,NULL,NULL,VRC729,259006,21270,"COAF Records Management","Auto Finance"
NRL350,544123,9/13/2016,NULL,NULL,MRZ222,370591,21242,"Repo (Tulsa)","Auto Finance"
HPF842,544290,9/13/2016,NULL,NULL,HEU428,358326,28721,"HL Bankruptcy","Home Loans"
BZY677,511874,9/13/2016,NULL,NULL,JLD299,254240,21262,"Manual Collections Tulsa 3","Auto Finance"
WTO821,540174,9/13/2016,NULL,NULL,UWD246,166130,17812,"HL Tech Svg & Default","Financial Services IT"
MPJ197,519166,9/13/2016,NULL,NULL,WJK831,321540,21201,"Customer Care (Plano)","Auto Finance"
RWK044,549405,9/13/2016,NULL,NULL,VMY282,244484,17836,"Customer Service HL","Home Loans"
DQF298,541282,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
DQF298,541282,9/13/2016,NULL,NULL,JOZ484,226473,21261,"Manual Collections Tulsa 2","Auto Finance"
DLX950,416323,9/13/2016,NULL,NULL,OEM204,239723,21262,"Manual Collections Tulsa 3","Auto Finance"
FZC271,334191,9/13/2016,NULL,NULL,WXZ873,327889,21232,"Repo (Plano)","Auto Finance"
PPN880,550050,9/13/2016,NULL,NULL,VRC729,170322,21270,"COAF Records Management","Auto Finance"
WYW260,188181,9/13/2016,NULL,NULL,LWK888,190581,21232,"Repo (Plano)","Auto Finance"
DUQ188,529962,9/13/2016,NULL,NULL,EVH866,266736,21102,"Dealer Funding","Auto Finance"
NYY009,391451,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
ZIS065,525519,9/13/2016,NULL,NULL,BXQ929,250647,21232,"Repo (Plano)","Auto Finance"
HJL927,361352,9/13/2016,NULL,NULL,JQP660,216282,21218,"Credit Bureau Solutions","Auto Finance"
WTK242,471773,9/13/2016,NULL,NULL,WXZ873,224897,21238,"LM - Resolution and Retention","Financial Services Rollup"
EXN326,547881,9/13/2016,NULL,NULL,VRC729,259006,21270,"COAF Records Management","Auto Finance"
RYJ338,117493,9/13/2016,NULL,NULL,LWK888,190581,21232,"Repo (Plano)","Auto Finance"
NTH472,513055,9/13/2016,NULL,NULL,MRZ222,251989,21242,"Repo (Tulsa)","Auto Finance"
GOV482,502621,9/13/2016,NULL,NULL,EVH866,193641,21125,"Dealer Specialty Funding","Auto Finance"
UXY082,496831,9/13/2016,NULL,NULL,UWD246,349997,17812,"HL Tech Svg & Default","Financial Services IT"
TWL115,506845,9/13/2016,NULL,NULL,WJK831,321540,21201,"Customer Care (Plano)","Auto Finance"
BVQ602,546582,9/13/2016,NULL,NULL,JOZ484,323486,21261,"Manual Collections Tulsa 2","Auto Finance"
LQQ579,507580,9/13/2016,NULL,NULL,BXQ929,250647,21232,"Repo (Plano)","Auto Finance"
ERQ427,547880,9/13/2016,NULL,NULL,VRC729,170322,21270,"COAF Records Management","Auto Finance"
